City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Scotts Valley,US,37.0511,-122.0147,64.85,44,95,1.99,overcast clouds
345,Novikovo,RU,51.1537,37.8879,23.92,89,100,16.02,overcast clouds
346,Pudozh,RU,61.8099,36.5345,12.74,99,100,3.49,overcast clouds
347,Aripuana,BR,-9.1667,-60.6333,77.38,84,100,2.08,overcast clouds
348,Vao,NC,-22.6667,167.4833,78.26,87,100,11.61,overcast clouds
349,Umba,RU,66.6871,34.3429,19.02,91,20,9.15,few clouds
350,Ca Mau,VN,9.1769,105.15,72.75,86,38,3.96,scattered clouds
351,Tooele,US,40.5308,-112.2983,40.96,100,100,6.91,mist
352,Leh,IN,34.1667,77.5833,-1.21,82,96,3.74,overcast clouds
353,Marsh Harbour,BS,26.5412,-77.0636,77.79,75,90,10.83,overcast clouds
354,Batsfjord,NO,70.6345,29.7185,19.4,73,96,7.27,light snow
355,Onalaska,US,43.8844,-91.2351,14.7,53,0,13.8,clear sky
356,Nishihara,JP,26.1842,127.7558,58.28,77,75,4.61,broken clouds
357,Vestmanna,FO,62.1564,-7.1664,45.52,93,100,10.36,mist
358,Evensk,RU,61.95,159.2333,-13.74,76,1,5.5,clear sky
359,Ligayan,PH,4.6533,119.4706,79.18,83,100,9.37,overcast clouds
360,Tacoronte,ES,28.4769,-16.4102,62.8,82,75,2.3,broken clouds
361,Sao Filipe,CV,14.8961,-24.4956,73.6,76,83,3.83,broken clouds
362,Andenes,NO,69.3143,16.1194,28.38,74,75,14.97,broken clouds
363,Dindori,IN,22.95,81.0833,55.87,43,0,1.77,clear sky
364,Bira,RU,49.0,132.4667,-16.31,97,5,2.75,clear sky
365,Sulangan,PH,11.1373,123.7228,78.78,81,95,14.09,overcast clouds
366,Turka,UA,49.1541,23.0297,22.26,93,100,9.31,light snow
367,Vardo,NO,70.3705,31.1107,19.38,79,75,10.36,broken clouds
368,Charlottetown,CA,46.2352,-63.1267,13.55,74,96,11.99,overcast clouds
369,Kuala Kangsar,MY,4.7667,100.9333,72.21,98,92,2.04,overcast clouds
370,Farafangana,MG,-22.8167,47.8333,75.45,86,97,4.5,overcast clouds
371,Port Blair,IN,11.6667,92.75,76.68,78,25,5.28,scattered clouds
372,Conceicao Da Barra,BR,-18.5933,-39.7322,83.08,66,6,10.04,clear sky
373,Beyla,GN,8.6833,-8.6333,77.88,13,97,4.27,overcast clouds
374,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,76,63,14.18,broken clouds
375,Nakamura,JP,32.9833,132.9333,33.94,72,100,2.8,overcast clouds
376,Morondava,MG,-20.2833,44.2833,81.18,67,100,7.87,overcast clouds
377,Sorland,NO,67.667,12.6934,35.67,68,100,28.72,light rain
378,Wanning,CN,18.8003,110.3967,70.11,92,97,3.47,overcast clouds
379,Khani,GE,41.9563,42.9566,26.17,77,15,8.61,few clouds
380,Virginia Beach,US,36.8529,-75.978,29.05,78,100,1.99,overcast clouds
381,Kharitonovo,RU,61.4009,47.4978,14.14,94,100,6.38,overcast clouds
382,Tateyama,JP,34.9833,139.8667,37.42,45,1,4.54,clear sky
383,Haines Junction,CA,60.7522,-137.5108,29.07,94,100,6.46,overcast clouds
384,Dossor,KZ,47.5272,52.9811,27.19,91,100,4.88,overcast clouds
385,Saravan,AM,39.7196,45.6483,0.25,71,41,5.7,scattered clouds
386,Labuhan,ID,-6.8844,112.2051,77.14,89,100,7.56,overcast clouds
387,Zhangye,CN,38.9342,100.4517,22.23,51,80,1.88,broken clouds
388,Capoterra,IT,39.1763,8.9718,48.56,69,40,4.61,scattered clouds
389,Lavras,BR,-21.2453,-44.9997,77.27,74,98,3.2,overcast clouds
390,Kalmunai,LK,7.4167,81.8167,71.33,74,90,5.01,overcast clouds
391,Grindavik,IS,63.8424,-22.4338,39.67,75,75,29.93,broken clouds
392,Tiarei,PF,-17.5333,-149.3333,82.0,75,100,9.33,light rain
393,Atikokan,CA,48.7555,-91.6216,13.08,69,100,16.64,overcast clouds
394,Sitka,US,57.0531,-135.33,46.29,87,100,12.66,heavy intensity rain
395,Quang Ngai,VN,15.1167,108.8,68.04,90,8,4.63,clear sky
396,Gisborne,NZ,-38.6533,178.0042,59.95,73,0,4.41,clear sky
397,Salalah,OM,17.0151,54.0924,75.29,33,6,29.93,clear sky
398,Kiama,AU,-34.6833,150.8667,61.38,89,100,4.68,overcast clouds
399,Bougouni,ML,11.417,-7.479,79.81,14,91,5.68,overcast clouds
400,Diebougou,BF,10.9667,-3.25,79.12,12,6,5.7,clear sky
401,Mnogovershinnyy,RU,53.9353,139.9242,-8.32,86,16,5.26,few clouds
402,Le Port,RE,-20.9373,55.2919,82.36,84,18,8.88,few clouds
403,Saint-Denis,FR,48.9167,2.3333,40.1,88,20,1.01,few clouds
404,Ayna,PE,-12.65,-73.9167,69.96,69,82,3.8,heavy intensity rain
405,Sandakan,MY,5.8402,118.1179,73.85,96,100,4.72,light rain
406,Iki-Burul,RU,45.8208,44.6472,28.74,65,98,14.52,overcast clouds
407,Chumikan,RU,54.7183,135.315,-8.57,89,7,20.74,clear sky
408,Leningradskiy,RU,69.3833,178.4167,-29.47,87,3,2.73,clear sky
409,Alvaraes,BR,-3.2208,-64.8042,85.87,66,99,2.24,light rain
410,Ugoofaaru,MV,5.6667,73.0,80.71,63,100,6.67,overcast clouds
411,Broken Hill,AU,-31.95,141.4333,77.38,33,93,19.93,light rain
412,Kuusamo,FI,65.9667,29.1833,14.04,92,0,6.91,clear sky
413,Hamilton,US,39.1834,-84.5333,27.23,55,0,3.0,clear sky
414,Moerai,PF,-22.4333,-151.3333,77.81,71,100,18.03,light rain
415,Saint-Pierre,RE,-21.3393,55.4781,82.04,83,20,2.3,few clouds
416,Bilma,NE,18.6853,12.9164,60.96,21,0,7.18,clear sky
417,Kangaatsiaq,GL,68.3065,-53.4641,12.67,82,100,11.74,light snow
418,Ler,SS,8.3018,30.1418,79.2,21,100,5.77,overcast clouds
419,Bone,DE,51.9669,12.1396,37.81,88,95,12.82,overcast clouds
420,Shalinskoye,RU,55.7228,93.7594,-9.17,100,100,2.15,overcast clouds
421,Zwettl,AT,48.6,15.1667,28.15,81,72,16.84,broken clouds
422,Mingshui,CN,36.7167,117.5,31.15,59,95,0.49,overcast clouds
423,Lazaro Cardenas,MX,17.9583,-102.2,81.64,59,100,7.58,overcast clouds
424,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,82,50,17.96,scattered clouds
425,Deputatskiy,RU,69.3,139.9,-25.28,78,62,3.74,broken clouds
426,Arman,RU,59.7,150.1667,-2.63,79,100,5.21,overcast clouds
427,Damme,DE,52.5167,8.2,42.66,89,100,5.99,overcast clouds
428,Ajdabiya,LY,30.7554,20.2263,55.74,60,43,3.94,scattered clouds
429,Yuci,CN,37.6803,112.7319,26.35,93,40,4.47,mist
430,Torata,PE,-17.0769,-70.8433,67.62,62,62,11.32,broken clouds
431,Azul,AR,-36.777,-59.8585,69.35,96,100,9.95,heavy intensity rain
432,Axim,GH,4.8699,-2.2405,80.42,72,10,8.23,clear sky
433,Hanzhong,CN,33.0728,107.0303,39.6,83,100,2.15,overcast clouds
434,Sumbe,AO,-11.2061,13.8437,74.53,78,57,7.34,broken clouds
435,Lishan,CN,31.8576,113.2951,36.48,90,100,5.23,overcast clouds
436,Port Said,EG,31.2565,32.2841,56.48,57,0,6.49,clear sky
437,Pedernales,DO,18.0384,-71.744,84.07,54,6,5.86,clear sky
438,Opuwo,NA,-18.0607,13.84,67.19,85,100,3.09,light rain
439,Preili,LV,56.2944,26.7246,25.2,95,100,13.51,light snow
440,College,US,64.8569,-147.8028,10.58,81,100,3.44,overcast clouds
441,Burnie,AU,-41.0667,145.9167,60.93,97,2,9.04,clear sky
442,Kabo,CF,7.6994,18.629,77.9,21,0,5.68,clear sky
443,Borba,BR,-4.3878,-59.5939,87.51,64,82,1.43,broken clouds
444,Male,MV,4.1748,73.5089,80.82,72,100,8.14,overcast clouds
445,Puerto Maldonado,PE,-12.6,-69.1833,77.4,83,75,3.44,broken clouds
446,Riyadh,SA,24.6877,46.7219,42.94,27,0,7.16,clear sky
447,Klaksvik,FO,62.2266,-6.589,47.32,88,100,27.16,overcast clouds
448,Dharchula,IN,29.85,80.5333,42.96,69,65,5.82,broken clouds
449,Athy,IE,52.9914,-6.9803,41.76,86,5,2.57,clear sky
450,Cockburn Town,TC,21.4612,-71.1419,78.87,74,0,17.31,clear sky
451,Sibolga,ID,1.7427,98.7792,74.82,92,100,3.85,overcast clouds
452,Puerto Ayacucho,VE,5.6639,-67.6236,91.18,47,98,3.58,overcast clouds
453,Kodinsk,RU,58.6881,99.1844,-8.39,100,100,1.05,overcast clouds
454,Flin Flon,CA,54.7682,-101.865,-0.56,60,75,18.41,broken clouds
455,Methoni,GR,36.8197,21.7049,52.21,66,63,14.74,broken clouds
456,Alcaniz,ES,41.05,-0.1333,40.08,60,0,13.0,clear sky
457,Daultala,PK,33.1925,73.1413,52.63,76,100,4.94,overcast clouds
458,Rincon,US,32.296,-81.2354,41.86,93,100,9.22,mist
459,Margate,GB,51.3813,1.3862,40.86,80,13,4.0,few clouds
460,Meulaboh,ID,4.1363,96.1285,75.15,90,48,5.03,scattered clouds
461,Kidal,ML,18.4411,1.4078,65.8,15,1,9.84,clear sky
462,Suntar,RU,62.1444,117.6319,-2.87,99,75,4.88,broken clouds
463,Nouakchott,MR,18.0858,-15.9785,73.02,46,100,9.84,overcast clouds
464,Bobo Dioulasso,BF,11.1771,-4.2979,76.24,13,8,6.2,clear sky
465,Saurimo,AO,-9.6608,20.3916,68.68,85,72,1.77,light rain
466,Neiafu,TO,-18.65,-173.9833,81.37,74,100,15.46,overcast clouds
467,Mount Darwin,ZW,-16.7725,31.5838,64.38,88,54,3.13,broken clouds
468,Martapura,ID,-3.4167,114.85,75.29,100,75,2.3,mist
469,Gallup,US,35.5281,-108.7426,44.44,36,0,1.99,clear sky
470,Alihe,CN,50.5667,123.7167,-7.29,97,96,2.04,overcast clouds
471,Zhezkazgan,KZ,47.8043,67.7144,16.77,89,100,8.63,light snow
472,Spring Hill,US,28.4769,-82.5255,77.29,66,40,9.22,scattered clouds
473,San Cristobal,VE,7.7669,-72.225,80.78,31,81,4.99,broken clouds
474,Rio Grande,BR,-32.035,-52.0986,89.71,71,22,17.69,few clouds
475,Caucasia,CO,7.9865,-75.1935,88.27,61,96,3.24,overcast clouds
476,Kiruna,SE,67.8557,20.2251,7.72,85,90,9.22,overcast clouds
477,Conde,BR,-7.2597,-34.9075,83.66,70,20,13.8,few clouds
478,Camp Verde,US,34.5636,-111.8543,61.38,24,100,4.56,overcast clouds
479,Melk,AT,48.2274,15.3319,35.19,65,95,13.71,light snow
480,Kiunga,PG,-6.1219,141.2906,73.81,100,100,2.66,overcast clouds
481,Qiongshan,CN,20.0058,110.3542,67.98,94,20,4.47,few clouds
482,Lae,PG,-6.7221,146.9847,76.93,88,100,4.0,overcast clouds
483,Mutare,ZW,-18.9707,32.6709,61.41,89,83,4.61,broken clouds
484,Vanimo,PG,-2.6741,141.3028,77.58,91,100,6.26,heavy intensity rain
485,Monchegorsk,RU,67.9397,32.8739,7.43,98,45,4.7,scattered clouds
486,Berasia,IN,23.6333,77.4333,60.24,50,14,4.74,few clouds
487,Galle,LK,6.0367,80.217,73.85,72,23,2.8,few clouds
488,Boma,GH,7.0805,-2.1697,77.88,23,9,3.47,clear sky
489,Harper,LR,4.375,-7.7169,79.47,78,2,8.39,clear sky
490,Palu,ID,-0.8917,119.8707,73.0,92,100,1.81,light rain
491,Ipira,BR,-12.1583,-39.7372,86.68,48,37,7.16,scattered clouds
492,Serik,TR,36.9169,31.0989,51.67,84,99,2.71,light rain
493,Gawler,AU,-34.6,138.7333,84.34,45,100,17.22,light rain
494,Charters Towers,AU,-20.1,146.2667,73.44,76,100,11.72,overcast clouds
495,Kosa,RU,59.9445,54.9977,9.77,95,100,6.64,overcast clouds
496,Valparaiso,CL,-33.0393,-71.6273,79.03,40,0,8.05,clear sky
497,Verkhnevilyuysk,RU,63.4453,120.3167,-1.48,99,87,4.16,overcast clouds
498,Aleksandrov Gay,RU,50.147,48.5704,17.85,91,100,13.18,overcast clouds
499,Bafata,GW,12.1667,-14.75,88.3,11,100,4.88,overcast clouds
500,Miedzyrzec Podlaski,PL,51.9864,22.7825,27.63,85,100,18.86,overcast clouds
501,La Maddalena,IT,41.2142,9.4083,48.36,71,45,13.06,scattered clouds
502,Cayenne,GF,4.9333,-52.3333,77.04,91,75,6.91,light rain
503,Shuangcheng,CN,45.35,126.2833,-13.32,93,100,4.29,overcast clouds
504,Daru,PG,-9.0763,143.2092,77.77,88,92,3.78,overcast clouds
505,North Bend,US,43.4065,-124.2243,46.94,87,0,14.97,clear sky
506,Georgiyevka,KZ,43.0369,74.7114,24.84,93,49,6.71,scattered clouds
507,Alekseyevsk,RU,57.8406,108.3492,0.81,100,91,2.55,overcast clouds
508,Quatre Cocos,MU,-20.2078,57.7625,82.51,86,45,18.28,light rain
509,Siva,EG,29.2041,25.5195,52.05,43,5,2.35,clear sky
510,Lagoa,PT,39.05,-27.9833,59.85,80,0,22.06,clear sky
511,Ngudu,TZ,-2.9667,33.3333,66.0,79,64,0.85,broken clouds
512,Ulety,RU,51.3572,112.4849,-4.63,100,91,1.83,overcast clouds
513,Yarada,IN,17.65,83.2667,71.92,94,20,2.3,mist
514,Gazojak,TM,41.1875,61.4036,27.41,90,19,11.74,few clouds
515,Banjar,ID,-8.19,114.9675,78.66,90,100,3.94,overcast clouds
516,Ponta Delgada,PT,37.7333,-25.6667,62.51,67,40,13.8,scattered clouds
517,Nizhniy Kuranakh,RU,58.8353,125.4869,-2.72,99,100,2.89,overcast clouds
518,Voi,KE,-3.3945,38.563,75.09,74,100,5.95,overcast clouds
519,Gorgan,IR,36.8387,54.4348,31.96,86,0,6.91,clear sky
520,Luanda,AO,-8.8368,13.2343,77.0,78,20,11.5,few clouds
521,Dongsheng,CN,39.8161,109.9776,22.28,95,100,6.11,overcast clouds
522,Englehart,CA,47.8169,-79.8664,6.82,78,75,10.36,broken clouds
523,Yanam,IN,16.7333,82.2167,67.42,97,8,3.76,clear sky
524,Prince Rupert,CA,54.3161,-130.3201,46.09,81,100,17.27,overcast clouds
525,Kuressaare,EE,58.2481,22.5039,31.95,76,100,5.99,overcast clouds
526,Itaituba,BR,-4.2761,-55.9836,91.56,55,20,9.22,few clouds
527,Hirara,JP,24.8,125.2833,67.37,73,99,19.17,overcast clouds
528,Necochea,AR,-38.5473,-58.7368,78.33,74,100,4.92,light rain
529,Qaqortoq,GL,60.7167,-46.0333,14.5,77,100,9.51,overcast clouds
530,Fayaoue,NC,-20.65,166.5333,80.62,81,11,8.77,few clouds
531,Eyl,SO,7.9803,49.8164,75.88,77,26,17.43,scattered clouds
532,Cabedelo,BR,-6.9811,-34.8339,84.87,63,0,10.65,clear sky
533,Inhambane,MZ,-23.865,35.3833,77.18,65,100,14.85,overcast clouds
534,Patiya,BD,22.2931,91.9762,55.9,74,3,3.44,clear sky
535,Lerwick,GB,60.1545,-1.1494,46.4,77,100,23.55,overcast clouds
536,Giurgeni,RO,44.7667,27.8833,25.88,49,53,5.97,broken clouds
537,Moranbah,AU,-22.0016,148.0466,71.24,69,100,19.84,overcast clouds
538,Manta,EC,-0.95,-80.7333,82.18,74,20,9.22,few clouds
539,Quesnel,CA,52.9999,-122.5029,32.5,93,20,0.0,mist
540,Itarema,BR,-2.9248,-39.9167,85.14,62,76,14.2,broken clouds
541,Maltahohe,NA,-24.8333,16.9833,72.72,63,99,10.11,overcast clouds
542,Ulkan,RU,57.243,107.3223,-1.62,100,82,2.24,broken clouds
543,Ayan,RU,56.45,138.1667,-2.38,79,1,8.99,clear sky
544,Matara,LK,5.9485,80.5353,72.77,80,12,1.21,few clouds
545,Kieta,PG,-6.2167,155.6333,78.06,80,100,2.48,overcast clouds
546,High Level,CA,58.5169,-117.136,-7.49,77,100,2.3,overcast clouds
547,Teknaf,BD,20.8624,92.3058,60.49,75,3,5.32,clear sky
548,Orlik,RU,52.5178,99.825,7.41,98,100,0.22,light snow
549,Mutsu,JP,41.2894,141.2169,30.0,78,84,8.79,broken clouds
550,Saint-Gilles,FR,43.6766,4.4302,41.58,52,0,18.41,clear sky
551,Machilipatnam,IN,16.1667,81.1333,72.39,84,0,6.69,clear sky
552,Chernogorsk,RU,53.8236,91.2842,-13.43,77,100,0.0,smoke
553,Honningsvag,NO,70.9821,25.9704,22.75,74,0,11.5,clear sky
554,Sechura,PE,-5.5569,-80.8222,83.3,55,24,14.52,few clouds
555,Yumbing,PH,9.2393,124.6578,78.78,83,85,13.8,overcast clouds
556,Tahta,EG,26.7693,31.5021,51.12,37,0,7.83,clear sky
557,Pozo Colorado,PY,-23.4923,-58.7972,97.25,32,99,10.33,overcast clouds
558,Ostrovnoy,RU,68.0531,39.5131,26.6,70,100,15.41,overcast clouds
559,Neulengbach,AT,48.1974,15.9022,35.31,87,73,20.0,broken clouds
560,Iturama,BR,-19.7281,-50.1956,90.48,39,31,2.39,scattered clouds
561,Jodhpur,IN,26.2867,73.03,68.16,72,0,15.75,clear sky
562,Kachug,RU,53.9606,105.8817,-12.93,100,100,1.28,overcast clouds
563,Nantucket,US,41.2835,-70.0995,28.15,78,100,20.83,overcast clouds
564,Lorengau,PG,-2.0226,147.2712,81.39,78,92,7.02,overcast clouds
565,Aviles,ES,43.5547,-5.9248,47.93,62,40,10.0,scattered clouds
566,Gerash,IR,27.6652,54.1371,39.34,51,0,3.47,clear sky
567,Port Shepstone,ZA,-30.7414,30.455,74.8,74,43,10.54,scattered clouds
568,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,74,75,12.66,broken clouds
569,Kayerkan,RU,69.3497,87.7602,11.59,89,100,21.25,overcast clouds
570,Bathsheba,BB,13.2167,-59.5167,83.01,65,75,27.63,broken clouds
571,Bojonegoro,ID,-7.1502,111.8817,74.32,96,100,4.81,overcast clouds
572,Santa Marta,CO,11.2408,-74.199,93.25,54,20,8.99,few clouds
573,Buin,CL,-33.7333,-70.75,87.06,12,0,10.0,clear sky
574,Black River,JM,18.0264,-77.8487,84.2,51,0,14.85,clear sky
575,Najran,SA,17.4924,44.1277,56.05,61,13,5.88,few clouds
576,Chicama,PE,-7.8447,-79.1469,68.54,60,100,12.5,overcast clouds
577,Nouadhibou,MR,20.931,-17.0347,67.98,77,100,12.66,overcast clouds
578,Pitimbu,BR,-7.4706,-34.8086,84.79,64,0,10.33,clear sky
579,Payakumbuh,ID,-0.2202,100.6308,69.42,97,98,2.01,overcast clouds
580,Marsabit,KE,2.3284,37.9899,73.63,40,100,8.75,overcast clouds
581,Nikolsk,RU,53.7189,46.0712,16.02,93,100,16.96,light snow
582,Paka,MY,4.6374,103.4368,75.13,94,99,2.3,overcast clouds
583,Port Lavaca,US,28.615,-96.6261,49.28,33,0,11.5,clear sky
584,Shenjiamen,CN,29.9576,122.298,51.84,79,100,7.76,overcast clouds
585,Biak,ID,-0.9131,122.8766,75.54,86,100,4.43,overcast clouds
586,Namatanai,PG,-3.6667,152.4333,79.36,80,100,3.67,overcast clouds
587,Tecoanapa,MX,16.5167,-98.75,82.29,64,78,8.66,broken clouds
588,Geneva,US,41.8875,-88.3054,25.66,58,20,7.0,few clouds
589,Mazamet,FR,43.49,2.373,37.08,83,0,6.91,clear sky
590,Ifakara,TZ,-8.1333,36.6833,73.49,92,94,1.66,moderate rain
591,Lavrentiya,RU,65.5833,-171.0,1.81,93,100,22.53,light snow
592,Padang,ID,-0.9492,100.3543,76.44,88,100,4.56,heavy intensity rain
593,Bada,RU,51.392,109.8717,-3.69,99,88,1.63,overcast clouds
594,Ilulissat,GL,69.2167,-51.1,10.42,61,75,16.11,broken clouds
595,Hue,VN,16.4667,107.6,69.91,94,75,3.44,mist
596,Asfi,MA,32.2994,-9.2372,60.82,63,89,15.17,overcast clouds
597,Boshnyakovo,RU,49.6333,142.1667,6.84,88,98,8.57,overcast clouds
598,Colon,PA,9.3592,-79.9014,90.46,72,14,11.16,few clouds
599,Itoman,JP,26.1247,127.6694,59.02,77,75,3.44,broken clouds
600,El Cope,PA,8.6167,-80.6,80.85,62,39,10.31,scattered clouds
601,Boden,SE,65.8252,21.6886,14.0,93,9,3.65,clear sky
602,Zhaotong,CN,27.3167,103.7167,38.03,89,93,2.37,overcast clouds
603,Naze,JP,28.3667,129.4833,57.16,62,61,12.66,broken clouds
604,Pong,TH,19.1493,100.2752,62.6,98,96,2.53,overcast clouds
605,Masuguru,TZ,-11.3667,38.4167,74.41,83,55,3.0,broken clouds
606,Dalvik,IS,65.9702,-18.5286,42.73,80,92,29.3,overcast clouds
607,Sydney,AU,-33.8679,151.2073,63.63,93,81,1.01,broken clouds
608,Rancho Palos Verdes,US,33.7445,-118.387,72.84,75,20,1.99,mist
609,Zomin,UZ,39.9606,68.3958,40.39,51,100,2.46,overcast clouds
610,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,49,20,5.75,few clouds
611,Adrar,MR,20.5022,-10.0711,73.33,20,97,10.87,overcast clouds
612,Catuday,PH,16.2923,119.8062,76.62,74,10,12.03,clear sky
613,Mecca,SA,21.4267,39.8261,71.76,60,0,4.18,clear sky
614,Gat,IL,31.61,34.7642,53.4,100,98,4.32,overcast clouds
615,Sorong,ID,-0.8833,131.25,80.22,81,100,6.38,overcast clouds
616,Sundumbili,ZA,-29.1337,31.3975,68.31,80,19,1.43,few clouds
617,Camoapa,NI,12.3839,-85.5116,80.82,43,52,17.81,broken clouds
618,San Jose,US,37.3394,-121.895,66.06,36,75,5.99,broken clouds
619,Salaberry-De-Valleyfield,CA,45.2501,-74.1325,3.76,40,6,2.3,clear sky
620,Saint-Omer,FR,50.75,2.1667,42.01,90,17,5.84,few clouds
621,Robe,AU,-37.1833,139.75,70.18,44,100,11.3,overcast clouds
622,Macas,EC,-2.3167,-78.1167,76.75,69,75,5.75,broken clouds
623,Salinas,US,36.6777,-121.6555,67.78,43,0,0.0,clear sky
624,Malesici,BA,44.7381,18.2739,26.89,85,15,3.98,few clouds
625,Aksarka,RU,66.5606,67.7975,2.57,97,85,10.67,overcast clouds
626,Lodja,CD,-3.4833,23.4333,72.54,88,100,1.92,light rain
627,Port-Gentil,GA,-0.7193,8.7815,80.42,83,100,12.71,overcast clouds
628,Mariental,NA,-24.6333,17.9667,80.56,45,100,7.85,overcast clouds
629,Beloha,MG,-25.1667,45.05,72.97,91,92,8.34,overcast clouds
630,Concordia,AR,-31.393,-58.0209,100.78,52,41,5.99,scattered clouds
631,Stillwater,US,36.1156,-97.0584,38.88,31,0,9.22,clear sky
632,Arlit,NE,18.7369,7.3853,64.4,15,0,6.33,clear sky
633,Kashi,CN,39.4547,75.9797,24.01,46,0,11.18,clear sky
634,Kargasok,RU,59.0556,80.8572,11.93,95,100,6.42,overcast clouds
635,Ifanadiana,MG,-21.3,47.6333,69.26,99,100,0.85,overcast clouds
636,Shitanjing,CN,39.2342,106.3439,20.95,69,0,4.03,clear sky
637,Dakar,SN,14.6937,-17.4441,81.48,83,100,4.61,overcast clouds
638,Mahuva,IN,21.0914,71.7622,71.01,82,0,11.23,clear sky
639,Houma,US,29.5958,-90.7195,37.99,77,100,13.8,overcast clouds
640,Sept-Iles,CA,50.2001,-66.3821,2.05,63,20,5.99,few clouds
641,Mehamn,NO,71.0357,27.8492,23.18,80,40,9.22,scattered clouds
642,Bereda,ES,43.2686,-7.5406,45.91,83,2,9.35,clear sky
643,Marseille,FR,43.3333,5.5,38.84,51,6,4.45,clear sky
644,Asosa,ET,10.0667,34.5333,66.11,41,15,3.89,few clouds
645,Sambava,MG,-14.2667,50.1667,75.58,94,100,5.41,moderate rain
646,Havelock,US,34.8791,-76.9013,32.0,92,100,5.99,overcast clouds
647,Trelew,AR,-43.249,-65.3051,81.48,23,0,21.85,clear sky
648,Buchanan,LR,5.8808,-10.0467,82.36,75,42,7.07,scattered clouds
649,Itoigawa,JP,37.0333,137.85,20.3,72,16,8.46,few clouds
650,Jiwani,PK,25.05,61.7417,67.08,39,0,22.91,clear sky
651,Malanje,AO,-9.5402,16.341,63.82,79,96,4.18,overcast clouds
652,Biltine,TD,14.5333,20.9167,71.24,14,0,7.63,clear sky
653,Pangai,TO,-19.8,-174.35,81.46,68,66,15.86,broken clouds
654,Acarau,BR,-2.8856,-40.12,85.17,63,56,15.28,broken clouds
655,Les Cayes,HT,18.2,-73.75,82.83,61,19,12.84,few clouds
656,Cocorit,MX,27.5833,-109.9667,75.54,27,0,2.91,clear sky
657,Teya,RU,60.3778,92.6267,-2.04,100,100,2.37,overcast clouds
658,Korsakov,RU,46.6328,142.7813,17.44,90,100,7.67,overcast clouds
659,Baiyin,CN,36.5583,104.2081,18.48,51,100,1.59,overcast clouds
660,Kindu,CD,-2.95,25.95,72.32,89,100,2.19,overcast clouds
661,Ayni,TJ,39.3941,68.5377,25.32,59,100,2.95,overcast clouds
662,Tabora,TZ,-5.0167,32.8,65.62,93,100,3.11,moderate rain
663,Fortuna,US,40.5982,-124.1573,53.85,85,0,5.75,clear sky
664,Gamboula,CF,4.1178,15.1393,77.38,26,37,2.15,scattered clouds
665,Feijo,BR,-8.1642,-70.3536,81.81,80,100,3.24,overcast clouds
666,Leninskoye,KZ,41.7589,69.3864,35.53,42,100,4.79,overcast clouds
667,Saraza,PH,8.7356,117.78,77.72,85,100,7.4,overcast clouds
668,Muravlenko,RU,63.7898,74.523,-0.15,99,50,7.76,scattered clouds
669,Shieli,KZ,44.1667,66.75,25.99,91,21,1.97,few clouds
670,Huarmey,PE,-10.0681,-78.1522,77.14,72,24,11.12,few clouds
671,Dajal,PK,29.5577,70.3762,57.97,66,100,7.61,overcast clouds
672,Camacha,PT,33.0833,-16.3333,62.53,82,40,20.71,scattered clouds
673,Koster,ZA,-25.863,26.8976,66.36,30,7,10.18,clear sky
674,Rio Gallegos,AR,-51.6226,-69.2181,71.65,46,40,8.05,scattered clouds
675,Svetlyy,RU,54.675,20.1347,33.96,65,100,18.61,overcast clouds
676,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,96.22,27,18,7.31,few clouds
677,Simao,CN,22.7886,100.9748,47.14,98,2,1.3,clear sky
