City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
67,Pisco,PE,2022-01-21 16:54:52,-13.7,-76.2167,73.45,78,0,9.22
68,Tottori,JP,2022-01-21 16:54:26,35.5,134.2333,36.14,70,100,0.76
69,Peleduy,RU,2022-01-21 16:55:41,59.6289,112.7406,8.62,97,100,4.38
70,Mwinilunga,ZM,2022-01-21 16:55:41,-11.7358,24.4293,63.61,96,100,4.43
71,Bud,US,2022-01-21 16:55:42,39.447,-86.1758,22.82,63,0,8.61
72,Asau,RO,2022-01-21 16:55:42,46.4333,26.4,30.76,52,5,10.47
73,Kaitangata,NZ,2022-01-21 16:55:42,-46.2817,169.8464,56.93,72,31,6.31
74,Zelenets,RU,2022-01-21 16:55:42,61.8849,50.7489,17.85,94,100,7.38
75,Tocache,PE,2022-01-21 16:55:43,-8.1842,-76.5125,74.17,91,99,0.81
76,Road Town,VG,2022-01-21 16:55:43,18.4167,-64.6167,82.44,61,20,14.97
77,Sungaipenuh,ID,2022-01-21 16:55:43,-2.0833,101.3833,63.93,96,91,1.43
78,Sovetskiy,RU,2022-01-21 16:55:44,61.3614,63.5842,6.13,98,80,4.43
79,Mar Del Plata,AR,2022-01-21 16:55:38,-38.0023,-57.5575,77.88,81,100,7.0
80,Cape Town,ZA,2022-01-21 16:55:01,-33.9258,18.4232,81.01,54,0,5.01
81,Vao,NC,2022-01-21 16:55:44,-22.6667,167.4833,77.7,85,98,15.14
82,Eydhafushi,MV,2022-01-21 16:55:44,5.1033,73.0708,81.46,63,75,8.68
83,Souillac,MU,2022-01-21 16:55:45,-20.5167,57.5167,82.78,89,75,14.97
84,Nantucket,US,2022-01-21 16:55:45,41.2835,-70.0995,28.51,78,100,20.65
85,Anloga,GH,2022-01-21 16:51:13,5.7947,0.8973,88.02,51,43,13.02
86,Lufilufi,WS,2022-01-21 16:55:45,-13.8745,-171.5986,78.58,80,100,8.01
87,Gimbi,ET,2022-01-21 16:55:46,9.1667,35.8333,63.37,37,73,2.08
88,Atar,MR,2022-01-21 16:55:46,20.5169,-13.0499,88.65,12,78,14.18
89,Coquimbo,CL,2022-01-21 16:55:46,-29.9533,-71.3436,67.73,59,0,14.97
90,Lhokseumawe,ID,2022-01-21 16:55:47,5.1801,97.1507,77.2,84,20,4.41
91,Hermanus,ZA,2022-01-21 16:55:47,-34.4187,19.2345,89.91,58,0,18.12
92,Milkovo,RU,2022-01-21 16:56:47,54.7167,158.6167,4.19,97,100,2.13
93,Great Falls,US,2022-01-21 16:54:39,47.5002,-111.3008,35.42,74,100,1.01
94,Tasiilaq,GL,2022-01-21 16:56:48,65.6145,-37.6368,14.86,70,100,5.41
95,Rio Grande,BR,2022-01-21 16:56:15,-32.035,-52.0986,87.91,68,3,15.12
96,Nikolskoye,RU,2022-01-21 16:56:48,59.7035,30.7861,28.29,95,99,7.38
97,Chokurdakh,RU,2022-01-21 16:56:48,70.6333,147.9167,-41.15,100,67,4.36
98,Bardiyah,LY,2022-01-21 16:56:49,31.7561,25.0865,54.88,50,11,10.92
99,Port Alfred,ZA,2022-01-21 16:54:12,-33.5906,26.891,77.72,82,9,12.33
100,Norman Wells,CA,2022-01-21 16:56:49,65.282,-126.8329,-41.76,66,20,5.75
101,Ushuaia,AR,2022-01-21 16:56:46,-54.8,-68.3,65.82,63,40,6.91
102,Faanui,PF,2022-01-21 16:56:49,-16.4833,-151.75,80.56,76,100,15.86
103,Nhulunbuy,AU,2022-01-21 16:56:50,-12.2333,136.7667,81.21,89,40,3.44
104,Lincoln,US,2022-01-21 16:55:51,40.8,-96.667,20.14,62,4,5.99
105,Iqaluit,CA,2022-01-21 16:56:50,63.7506,-68.5145,-31.27,66,20,3.0
106,Abu Samrah,SY,2022-01-21 16:56:50,35.3029,37.1841,46.13,61,98,5.08
107,Chapais,CA,2022-01-21 16:56:51,49.7834,-74.8492,-11.42,87,68,9.1
108,Birjand,IR,2022-01-21 16:56:21,32.8663,59.2211,27.07,68,100,13.8
109,Yarada,IN,2022-01-21 16:56:51,17.65,83.2667,75.52,94,40,2.3
110,Bambous Virieux,MU,2022-01-21 16:56:51,-20.3428,57.7575,82.65,89,75,14.97
111,Sakakah,SA,2022-01-21 16:56:52,29.9697,40.2064,47.77,38,0,6.89
112,Mega,ET,2022-01-21 16:56:52,4.05,38.3,71.02,30,100,3.22
113,Kirakira,SB,2022-01-21 16:56:52,-10.4544,161.9205,78.82,87,100,6.78
114,Saint George,US,2022-01-21 16:56:53,37.1041,-113.5841,44.55,45,100,4.7
115,Torbay,CA,2022-01-21 16:56:53,47.6666,-52.7314,30.88,95,100,10.36
116,Kruisfontein,ZA,2022-01-21 16:56:53,-34.0033,24.7314,74.88,73,14,13.2
117,Dong Xoai,VN,2022-01-21 16:56:54,11.5333,106.9167,70.83,78,21,1.79
118,Ponta Do Sol,PT,2022-01-21 16:56:54,32.6667,-17.1,69.12,36,100,13.35
119,Ostrovnoy,RU,2022-01-21 16:56:54,68.0531,39.5131,28.04,75,100,19.37
120,Lodwar,KE,2022-01-21 16:56:55,3.1191,35.5973,88.21,31,66,4.99
121,Lazaro Cardenas,MX,2022-01-21 16:56:55,17.9583,-102.2,81.09,58,93,2.91
122,Khatanga,RU,2022-01-21 16:56:55,71.9667,102.5,16.34,93,100,17.4
123,Solnechnyy,RU,2022-01-21 16:56:56,50.7214,136.6319,-13.77,99,32,3.22
124,Faya,SA,2022-01-21 16:56:56,18.3851,42.4509,57.31,71,12,3.62
125,Kamina,CD,2022-01-21 16:56:56,-8.7386,24.9906,66.43,93,87,5.5
126,Chuy,UY,2022-01-21 16:56:56,-33.6971,-53.4616,89.58,53,23,11.72
127,Belmonte,BR,2022-01-21 16:56:57,-15.8631,-38.8828,84.7,62,16,10.94
128,Trairi,BR,2022-01-21 16:56:57,-3.2778,-39.2689,86.31,59,67,10.16
129,Berlevag,NO,2022-01-21 16:56:57,70.8578,29.0864,26.6,64,100,11.61
130,Dikson,RU,2022-01-21 16:56:58,73.5069,80.5464,15.3,95,100,10.98
131,Okakarara,NA,2022-01-21 16:56:58,-20.5833,17.4333,81.86,34,100,9.93
132,Matagami,CA,2022-01-21 16:56:58,49.7502,-77.6328,-3.89,71,0,8.05
133,Hithadhoo,MV,2022-01-21 16:56:59,-0.6,73.0833,81.45,74,36,12.88
134,Ambovombe,MG,2022-01-21 16:56:59,-25.1667,46.0833,74.59,88,73,11.61
135,Salalah,OM,2022-01-21 16:56:59,17.0151,54.0924,73.87,37,7,22.82
136,Rorvik,NO,2022-01-21 16:57:00,64.8621,11.2373,24.78,79,100,13.04
137,San Cristobal,VE,2022-01-21 16:58:00,7.7669,-72.225,77.18,33,45,6.4
138,Severo-Kurilsk,RU,2022-01-21 16:58:00,50.6789,156.125,29.73,79,100,14.58
139,Vuktyl,RU,2022-01-21 16:58:01,63.8567,57.3094,16.36,93,100,9.98
140,Lasa,IT,2022-01-21 16:58:01,46.6166,10.7002,30.36,81,3,9.04
141,Porkhov,RU,2022-01-21 16:58:01,57.765,29.5561,24.69,98,100,4.47
142,Mustasaari,FI,2022-01-21 16:58:02,63.1142,21.6822,26.89,74,20,14.97
143,Leh,IN,2022-01-21 16:58:02,34.1667,77.5833,-3.06,83,38,3.38
144,Kavieng,PG,2022-01-21 16:58:02,-2.5744,150.7967,82.22,72,100,2.73
145,Marsa Matruh,EG,2022-01-21 16:58:02,31.3525,27.2453,55.2,46,11,5.82
146,Los Llanos De Aridane,ES,2022-01-21 16:58:03,28.6585,-17.9182,65.95,77,20,1.99
147,Yellowknife,CA,2022-01-21 16:54:35,62.456,-114.3525,-25.08,75,20,5.75
148,Saint-Francois,FR,2022-01-21 16:58:03,46.4154,3.9054,37.47,63,40,10.36
149,Klaksvik,FO,2022-01-21 16:58:04,62.2266,-6.589,47.32,84,100,27.38
150,Sur,OM,2022-01-21 16:58:04,22.5667,59.5289,71.38,57,2,19.01
151,Nara,JP,2022-01-21 16:57:39,34.6851,135.8049,38.48,44,83,2.8
152,Charters Towers,AU,2022-01-21 16:58:04,-20.1,146.2667,73.11,77,97,9.91
153,Isla Vista,US,2022-01-21 16:58:05,34.4133,-119.861,68.34,56,15,2.1
154,Narsaq,GL,2022-01-21 16:58:05,60.9167,-46.05,5.05,71,17,8.3
155,Labuhan,ID,2022-01-21 16:58:05,-6.8844,112.2051,77.56,88,93,7.23
156,Bengkulu,ID,2022-01-21 16:58:06,-3.8004,102.2655,75.65,90,97,5.39
157,Maceio,BR,2022-01-21 16:53:59,-9.6658,-35.7353,90.84,51,40,13.8
158,Kingman,US,2022-01-21 16:58:06,35.1894,-114.053,50.54,29,33,0.92
159,Hasaki,JP,2022-01-21 16:58:06,35.7333,140.8333,23.4,48,30,10.6
160,La Ronge,CA,2022-01-21 16:58:07,55.1001,-105.2842,-5.55,65,20,16.11
161,Inuvik,CA,2022-01-21 16:58:07,68.3499,-133.7218,-19.19,76,0,3.44
162,Finschhafen,PG,2022-01-21 16:58:07,-6.6024,147.8681,78.69,83,100,4.03
163,Arteaga,MX,2022-01-21 16:58:08,18.4667,-102.4167,73.13,38,95,3.33
164,Grand Gaube,MU,2022-01-21 16:58:08,-20.0064,57.6608,82.8,86,11,11.99
165,Capitao Poco,BR,2022-01-21 16:58:08,-1.7464,-47.0594,90.64,49,38,4.12
166,Barahona,DO,2022-01-21 16:58:09,18.2085,-71.1008,85.82,58,20,13.8
167,General Cepeda,MX,2022-01-21 16:58:09,25.3833,-101.45,46.4,49,93,2.15
168,Loreto,MX,2022-01-21 16:58:09,22.2667,-101.9667,57.96,54,100,8.77
169,Mareeba,AU,2022-01-21 16:58:10,-17.0,145.4333,73.44,91,100,2.64
170,Chabahar,IR,2022-01-21 16:58:10,25.2919,60.643,66.67,39,0,18.9
171,Scarborough,GB,2022-01-21 16:58:10,54.2797,-0.4044,44.08,83,3,1.01
172,Sao Filipe,CV,2022-01-21 16:58:10,14.8961,-24.4956,73.9,75,90,6.71
173,Hanzhong,CN,2022-01-21 16:58:11,33.0728,107.0303,40.1,82,97,1.63
174,Makinsk,KZ,2022-01-21 16:58:11,52.6292,70.4169,-3.93,94,44,2.68
175,Port Augusta,AU,2022-01-21 16:58:11,-32.5,137.7667,73.54,66,100,8.41
176,Bathsheba,BB,2022-01-21 16:58:12,13.2167,-59.5167,84.81,58,20,28.77
177,Hambantota,LK,2022-01-21 16:58:12,6.1241,81.1185,75.74,75,22,2.98
178,Manzhouli,CN,2022-01-21 16:58:12,49.6,117.4333,-0.31,98,100,3.58
179,Acapulco,MX,2022-01-21 16:58:13,16.8634,-99.8901,81.73,60,18,3.18
180,Guerrero Negro,MX,2022-01-21 16:58:13,27.9769,-114.0611,65.26,43,0,8.84
181,Izhma,RU,2022-01-21 16:58:13,65.0083,53.9113,17.91,93,100,9.06
182,Tuatapere,NZ,2022-01-21 16:59:14,-46.1333,167.6833,55.81,90,38,4.79
183,Port Lincoln,AU,2022-01-21 16:59:14,-34.7333,135.8667,67.95,99,100,17.81
184,Bollnas,SE,2022-01-21 16:59:14,61.3482,16.3946,24.39,83,41,4.68
185,Baykit,RU,2022-01-21 16:59:15,61.67,96.37,-3.89,100,99,1.23
186,Salinopolis,BR,2022-01-21 16:59:15,-0.6136,-47.3561,84.07,69,35,9.46
187,Ahipara,NZ,2022-01-21 16:59:15,-35.1667,173.1667,58.06,89,36,4.32
188,Pecos,US,2022-01-21 16:59:15,31.4229,-103.4932,38.3,29,0,3.44
189,Lompoc,US,2022-01-21 16:59:16,34.6391,-120.4579,68.13,75,23,13.0
190,Esqueda,MX,2022-01-21 16:59:16,30.7167,-109.5833,47.39,48,0,2.89
191,Yelniki,RU,2022-01-21 16:59:16,54.6207,43.876,18.36,92,100,17.2
192,Hervey Bay,AU,2022-01-21 16:59:17,-25.2986,152.8535,72.01,80,99,3.0
193,Metairie,US,2022-01-21 16:59:17,29.9841,-90.1528,37.13,76,100,4.0
194,Dawlatabad,AF,2022-01-21 16:59:17,36.4141,64.9053,38.7,78,100,12.62
195,Bulgan,MN,2022-01-21 16:59:18,48.8125,103.5347,5.7,98,100,1.14
196,Havoysund,NO,2022-01-21 16:59:18,70.9963,24.6622,23.23,60,53,4.23
197,Kuldur,RU,2022-01-21 16:59:18,49.2167,131.6333,-13.31,97,41,4.97
198,Marawi,PH,2022-01-21 16:59:19,7.9986,124.2928,67.64,92,95,0.94
199,Vicente Guerrero,MX,2022-01-21 16:59:19,19.1194,-98.1708,56.59,59,66,8.66
200,Nome,US,2022-01-21 16:57:04,64.5011,-165.4064,21.27,86,100,16.11
201,Georgetown,MY,2022-01-21 16:57:17,5.4112,100.3354,82.89,85,20,1.01
202,Gwadar,PK,2022-01-21 16:59:19,25.1216,62.3254,68.47,44,0,24.54
203,Eenhana,NA,2022-01-21 16:59:20,-17.4667,16.3333,68.68,85,100,6.04
204,Namatanai,PG,2022-01-21 16:59:20,-3.6667,152.4333,78.69,83,99,4.38
205,Kaeo,NZ,2022-01-21 16:59:20,-35.1,173.7833,56.32,92,83,4.94
206,Guadalupe Y Calvo,MX,2022-01-21 16:59:21,26.1,-106.9667,50.36,25,0,2.55
207,Kulhudhuffushi,MV,2022-01-21 16:59:21,6.6221,73.07,80.83,64,92,5.75
208,Lekoni,GA,2022-01-21 16:59:21,-1.5843,14.2591,85.95,41,61,2.82
209,Lebedinyy,RU,2022-01-21 16:59:22,58.5167,125.5167,-0.56,93,93,5.28
210,Fontem,CM,2022-01-21 16:59:22,5.4685,9.8818,82.2,34,88,5.35
211,Zheleznodorozhnyy,RU,2022-01-21 16:59:22,55.7503,38.0042,21.61,96,100,7.52
212,Kupang,ID,2022-01-21 16:59:23,-10.1667,123.5833,77.58,94,75,4.61
213,Boende,CD,2022-01-21 16:59:23,-0.2167,20.8667,82.18,44,49,3.09
214,Uray,RU,2022-01-21 16:59:23,60.1247,64.7758,12.94,97,96,6.33
215,Assiniboia,CA,2022-01-21 16:59:23,49.6334,-105.9845,30.11,74,81,25.32
216,Kudahuvadhoo,MV,2022-01-21 16:59:24,2.6708,72.8944,81.45,71,92,9.22
217,Hualmay,PE,2022-01-21 16:59:24,-11.0964,-77.6139,76.51,72,70,10.09
218,Cervia,IT,2022-01-21 16:59:24,44.2657,12.3427,46.45,89,20,5.75
219,Alice Springs,AU,2022-01-21 16:57:53,-23.7,133.8833,72.95,99,100,3.0
220,Bairiki,KI,2022-01-21 16:59:25,1.3292,172.9752,80.6,83,20,8.05
221,Port Arthur,CN,2022-01-21 16:59:25,38.8,121.2667,28.62,43,100,0.6
222,Dudinka,RU,2022-01-21 16:59:25,69.4058,86.1778,9.09,92,99,20.09
223,Oktyabrskoye,RU,2022-01-21 16:59:26,43.0645,44.7417,21.34,85,2,4.47
224,Mengen,DE,2022-01-21 16:59:26,48.0495,9.3301,32.27,74,64,3.33
225,Albania,AL,2022-01-21 16:59:26,41.0,20.0,40.39,85,100,6.53
226,Tambopata,PE,2022-01-21 16:59:27,-12.7333,-69.1833,75.09,94,100,4.61
227,Bijie,CN,2022-01-21 16:59:27,27.3125,105.2942,40.69,97,100,4.34
228,Sibu,MY,2022-01-21 16:59:27,2.3,111.8167,75.51,100,40,1.99
229,Geraldton,AU,2022-01-21 16:59:28,-28.7667,114.6,76.12,73,0,8.05
230,Shache,CN,2022-01-21 17:00:29,38.4167,77.2406,27.25,42,0,2.77
231,The Valley,AI,2022-01-21 16:57:34,18.217,-63.0578,82.26,61,20,17.27
232,Kodiak,US,2022-01-21 17:00:30,57.79,-152.4072,38.71,93,100,0.0
233,Mocuba,MZ,2022-01-21 17:00:30,-16.8392,36.9856,75.29,75,97,5.19
234,Vila Franca Do Campo,PT,2022-01-21 17:00:31,37.7167,-25.4333,65.19,76,24,14.18
235,Dingle,PH,2022-01-21 17:00:31,10.9995,122.6711,73.76,91,58,7.18
236,Avarua,CK,2022-01-21 17:00:32,-21.2078,-159.775,80.65,89,75,17.27
237,Longyearbyen,SJ,2022-01-21 17:00:32,78.2186,15.6401,21.04,68,40,25.32
238,Saint-Augustin,CA,2022-01-21 17:00:32,51.226,-58.6502,-2.09,74,2,10.18
239,Jimma,ET,2022-01-21 17:00:33,7.6667,36.8333,66.31,48,99,3.09
240,Ambilobe,MG,2022-01-21 17:00:33,-13.2,49.05,76.15,91,100,7.9
241,Velyka Bilozerka,UA,2022-01-21 17:00:33,47.2776,34.7062,27.52,76,99,8.41
242,Luderitz,NA,2022-01-21 17:00:34,-26.6481,15.1594,79.39,60,64,11.45
243,Magaria,NE,2022-01-21 17:00:34,12.9983,8.9099,71.96,12,0,8.77
244,Saskylakh,RU,2022-01-21 17:00:34,71.9167,114.0833,0.43,94,100,6.73
245,Acevedo,CO,2022-01-21 17:00:35,1.8361,-75.855,77.83,64,50,4.32
246,Tahe,CN,2022-01-21 17:00:35,52.3333,124.7333,-15.36,98,7,2.82
247,Beira,MZ,2022-01-21 17:00:35,-19.8436,34.8389,80.69,69,20,14.97
248,Mahon,ES,2022-01-21 17:00:36,39.8885,4.2658,46.96,71,40,13.8
249,Ancud,CL,2022-01-21 17:00:36,-41.8697,-73.8203,64.42,71,99,15.35
250,Winslow,US,2022-01-21 17:00:37,35.0242,-110.6974,44.29,23,60,1.52
251,Wiarton,CA,2022-01-21 17:00:37,44.7407,-81.1332,17.4,81,66,7.61
252,Pervomayskoye,RU,2022-01-21 17:00:38,43.919,46.7102,31.53,79,3,10.76
253,Strezhevoy,RU,2022-01-21 17:00:38,60.7333,77.5889,12.18,87,100,8.88
254,Lebu,CL,2022-01-21 17:00:39,-37.6167,-73.65,62.2,64,0,8.7
255,Port Hedland,AU,2022-01-21 17:00:39,-20.3167,118.5667,84.25,79,88,4.61
256,Ende,ID,2022-01-21 17:00:39,-8.8432,121.6623,77.65,88,96,4.43
257,San Policarpo,PH,2022-01-21 17:00:40,12.1791,125.5072,77.88,84,80,14.07
258,Castro-Urdiales,ES,2022-01-21 17:00:40,43.3829,-3.2204,46.98,64,60,11.5
259,Yatou,CN,2022-01-21 17:00:41,37.15,122.3833,29.91,59,100,2.24
260,Diffa,NE,2022-01-21 17:00:41,13.3154,12.6113,69.24,16,24,9.13
261,San Andres,CO,2022-01-21 17:00:42,12.5847,-81.7006,84.22,70,40,16.11
262,Shelburne,CA,2022-01-21 16:59:47,44.0787,-80.2041,12.13,74,9,3.38
263,Mana,GF,2022-01-21 17:00:42,5.6592,-53.7767,79.59,85,69,11.7
264,Oxford,GB,2022-01-21 16:56:58,51.7522,-1.256,40.77,87,100,1.01
265,Narrabri,AU,2022-01-21 17:00:42,-30.3167,149.7833,63.52,81,1,3.0
266,Pevek,RU,2022-01-21 17:00:43,69.7008,170.3133,-35.0,99,26,4.29
267,Katsuura,JP,2022-01-21 17:00:43,35.1333,140.3,39.31,45,0,7.54
268,Juruti,BR,2022-01-21 17:00:43,-2.1522,-56.0922,92.84,42,76,5.75
269,Taksimo,RU,2022-01-21 17:00:44,56.3444,114.8794,-16.11,93,55,0.94
270,Lagoa,PT,2022-01-21 17:00:44,39.05,-27.9833,60.08,82,19,21.09
271,Manokwari,ID,2022-01-21 17:00:44,-0.8667,134.0833,78.6,83,100,8.59
272,Pangnirtung,CA,2022-01-21 17:00:45,66.1451,-65.7125,-29.27,95,92,4.09
273,Whitianga,NZ,2022-01-21 17:00:45,-36.8333,175.7,58.01,82,16,5.53
274,Broome,US,2022-01-21 17:00:45,42.2506,-75.833,16.32,62,29,1.99
275,Nemuro,JP,2022-01-21 17:00:46,43.3236,145.575,27.75,76,99,23.64
276,Beringovskiy,RU,2022-01-21 17:00:46,63.05,179.3167,-8.32,65,16,18.95
277,Terney,RU,2022-01-21 17:01:46,45.0503,136.6092,5.18,80,3,10.42
278,Tharad,IN,2022-01-21 17:01:47,24.3961,71.6267,71.42,73,0,19.39
279,Carutapera,BR,2022-01-21 17:01:47,-1.195,-46.02,87.22,58,28,8.16
280,Urumqi,CN,2022-01-21 17:00:08,43.801,87.6005,16.75,93,90,2.24
281,Bintulu,MY,2022-01-21 17:01:47,3.1667,113.0333,75.09,92,100,3.4
282,Puerto Madryn,AR,2022-01-21 16:59:01,-42.7692,-65.0385,77.77,26,0,19.91
283,Skelleftea,SE,2022-01-21 17:01:48,64.7507,20.9528,23.36,61,0,1.01
284,Tulum,MX,2022-01-21 17:01:48,20.2167,-87.4667,79.99,70,8,6.89
285,Tangwani,PK,2022-01-21 17:01:48,28.2787,68.9972,61.9,55,30,15.7
286,Tarpon Springs,US,2022-01-21 17:00:04,28.1461,-82.7568,76.15,76,0,1.01
287,Yumen,CN,2022-01-21 17:01:49,40.2833,97.2,22.21,49,100,9.06
288,Mata,PT,2022-01-21 17:01:49,40.683,-7.4592,48.6,57,60,12.33
289,Lewistown,US,2022-01-21 17:01:49,40.5992,-77.5714,20.84,73,0,4.61
290,Tuktoyaktuk,CA,2022-01-21 17:01:50,69.4541,-133.0374,-30.42,100,51,3.51
291,Bereda,ES,2022-01-21 17:01:50,43.2686,-7.5406,47.95,71,43,9.44
292,Correderos,HN,2022-01-21 17:01:50,15.4167,-88.45,71.96,78,92,0.65
293,Katunino,RU,2022-01-21 17:01:51,64.3862,40.6298,28.29,97,100,3.62
294,Ndjole,GA,2022-01-21 17:01:51,-0.1783,10.7649,85.95,63,66,2.35
295,Kalabo,ZM,2022-01-21 17:01:51,-14.97,22.6814,75.11,64,99,2.06
